标题,名称,識別碼,發行日期,長度,導演,製作商,發行商,系列,類別,演員,详情页
UD-466R セックスに狂った熟女たち 2 ～三十路四十路のよがり腰漫遊録～,UD-466R セックスに狂った熟女たち 2 ～三十路四十路のよがり腰漫遊録～,UD-466R,2011-02-02,178分鐘,タブー大崎,LEO,LEO,セックスに狂った熟女たち,成熟的女人、口交、女上位,多人,https://www.javbus.com/UD-466R
CADV-227 極選4時間 熟女狩り 3,CADV-227 極選4時間 熟女狩り 3,CADV-227,2011-02-01,239分鐘,,クリスタル映像,CRYSTALEX,極選○時間,成熟的女人、強姦、已婚婦女、多P、顏射,多人,https://www.javbus.com/CADV-227
VEMA-041 S級熟女 凌辱BEST,VEMA-041 S級熟女 凌辱BEST,VEMA-041,2011-02-01,242分鐘,,VENUS,ヴィーナス（VENUS）,S級熟女（VENUS）,成熟的女人、合集、已婚婦女、凌辱,多人,https://www.javbus.com/VEMA-041
WRC-018 セレブ妻妄想クリニック the BEST,WRC-018 セレブ妻妄想クリニック the BEST,WRC-018,2011-01-03,240分鐘,,ワンズファクトリー,WANZ,セレブ妻妄想クリニック,紧缚、合集、已婚婦女、妄想、內衣,多人,https://www.javbus.com/WRC-018
NADE-892 溜池ゴローが撮り下ろす素顔の女優シリーズ その4,NADE-892 溜池ゴローが撮り下ろす素顔の女優シリーズ その4,NADE-892,2010-12-23,117分鐘,,なでしこ,Nadeshiko,溜池ゴローが撮り下ろす素顔の女優シリーズ,成熟的女人、已婚婦女、顏射、巨乳,多人,https://www.javbus.com/NADE-892
JUSD-315 マドンナ7周年記念 極上美熟尻77人8時間,JUSD-315 マドンナ7周年記念 極上美熟尻77人8時間,JUSD-315,2010-12-19,479分鐘,,マドンナ,Madonna,マドンナ7周年記念,成熟的女人、合集、屁股、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JUSD-315
MDYD-584 院内羞恥に溺れる看護師妻 橘エレナ,MDYD-584 院内羞恥に溺れる看護師妻 橘エレナ,MDYD-584,2010-12-10,118分鐘,溜池ゴロー,溜池ゴロー,溜池ゴロー,,成熟的女人、护士、已婚婦女、多P、數位馬賽克、DVD多士爐、高畫質、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/MDYD-584
ALD-386 日本が誇る超天然発情けいれん潮吹き美熟女 橘エレナ プレミアム,ALD-386 日本が誇る超天然発情けいれん潮吹き美熟女 橘エレナ プレミアム,ALD-386,2010-12-07,242分鐘,,桃太郎映像出版,ALLIN☆ONE,,成熟的女人、潮吹、女上位、手指插入、單體作品,橘エレナ,https://www.javbus.com/ALD-386
JUSD-312 マドンナ7周年記念 巨乳美熟女77人12時間,JUSD-312 マドンナ7周年記念 巨乳美熟女77人12時間,JUSD-312,2010-12-02,719分鐘,,マドンナ,Madonna,マドンナ7周年記念,成熟的女人、合集、戀乳癖、數位馬賽克、巨乳、DMM獨家,多人,https://www.javbus.com/JUSD-312
VEQ-001 S級熟女コンプリートファイル 橘エレナ 4時間,VEQ-001 S級熟女コンプリートファイル 橘エレナ 4時間,VEQ-001,2010-12-01,241分鐘,,VENUS,女神（ヴィーナス）,S級熟女（VENUS）,成熟的女人、已婚婦女、巨乳、單體作品,橘エレナ,https://www.javbus.com/VEQ-001
VNDS-2643 オナホール訪問販売員のおばさん 5,VNDS-2643 オナホール訪問販売員のおばさん 5,VNDS-2643,2010-11-30,88分鐘,豪徳寺充,NEXTGROUP,ネクストイレブン,オナホール訪問販売員のおばさん,成熟的女人、各種職業、打手槍,多人,https://www.javbus.com/VNDS-2643
JFB-014 溢れだす美熟女の泉BEST4時間 Vol.2,JFB-014 溢れだす美熟女の泉BEST4時間 Vol.2,JFB-014,2010-11-25,239分鐘,,Fitch,Fitch,溢れだす○○の泉,成熟的女人、合集、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JFB-014
HONE-063 近親相姦 母の美尻は淫靡な匂い 橘エレナ,HONE-063 近親相姦 母の美尻は淫靡な匂い 橘エレナ,HONE-063,2010-11-18,74分鐘,日野礼司,センタービレッジ,花園（センタービレッジ）,,成熟的女人、母親、亂倫、已婚婦女、屁股、單體作品,橘エレナ,https://www.javbus.com/HONE-063
AUKG-027 巨乳人妻アクメ調教,AUKG-027 巨乳人妻アクメ調教,AUKG-027,2010-11-13,96分鐘,,U＆K,U＆K,,放尿、潮吹、已婚婦女、拘束、女優按摩棒、單體作品,橘エレナ,https://www.javbus.com/AUKG-027
MBYD-109 無情に犯され悶絶！人気美熟女20人4時間,MBYD-109 無情に犯され悶絶！人気美熟女20人4時間,MBYD-109,2010-11-12,239分鐘,,溜池ゴロー,溜池ゴロー,,成熟的女人、強姦、合集、數位馬賽克、凌辱、DMM獨家,多人,https://www.javbus.com/MBYD-109
SMD-031 熟女口内イラマチオ強姦,SMD-031 熟女口内イラマチオ強姦,SMD-031,2010-11-10,239分鐘,,グローバルメディアエンタテインメント,SUPERMIX,,成熟的女人、強姦、口交、數位馬賽克,多人,https://www.javbus.com/SMD-031
ALD-381 淫ら妻の日常 本能むき出し昼下がり妻の下半身,ALD-381 淫ら妻の日常 本能むき出し昼下がり妻の下半身,ALD-381,2010-11-07,240分鐘,,桃太郎映像出版,ALLIN☆ONE,,成熟的女人、已婚婦女、中出、女上位、巨乳,多人,https://www.javbus.com/ALD-381
WAB-106 10th ANNIVERSARY 美熟女 BEST,WAB-106 10th ANNIVERSARY 美熟女 BEST,WAB-106,2010-10-27,240分鐘,,ワンズファクトリー,WANZ,10thANNIVERSARY,成熟的女人、合集、性奴、拘束、內衣,多人,https://www.javbus.com/WAB-106
AXAR-004 爆乳義母は痴女 4 橘エレナ,AXAR-004 爆乳義母は痴女 4 橘エレナ,AXAR-004,2010-10-25,106分鐘,Mr.チョウ,ジャネス,艶女,爆乳義母は痴女,蕩婦、成熟的女人、乳交、亂倫、巨乳、單體作品,橘エレナ,https://www.javbus.com/AXAR-004
AUKG-022 夫の知らない私の時間。 離婚覚悟。巨乳人妻のAVドキュメント。 えれな,AUKG-022 夫の知らない私の時間。 離婚覚悟。巨乳人妻のAVドキュメント。 えれな,AUKG-022,2010-10-13,123分鐘,,U＆K,U＆K,夫の知らない私の時間。,潮吹、已婚婦女、拘束、巨乳、單體作品、打手槍,橘エレナ,https://www.javbus.com/AUKG-022
SMD-030 射精まで平均時間7分48秒！ 美熟女の極上×××でイカされちゃった俺。,SMD-030 射精まで平均時間7分48秒！ 美熟女の極上×××でイカされちゃった俺。,SMD-030,2010-10-11,179分鐘,,グローバルメディアエンタテインメント,SUPERMIX,,蕩婦、成熟的女人、數位馬賽克、處男,多人,https://www.javbus.com/SMD-030
ALD-374 熟潮 快感のあまりに潮を吹きまくる麗しの美熟女たち,ALD-374 熟潮 快感のあまりに潮を吹きまくる麗しの美熟女たち,ALD-374,2010-10-07,240分鐘,,桃太郎映像出版,ALLIN☆ONE,,成熟的女人、潮吹、女上位、手指插入,多人,https://www.javbus.com/ALD-374
KBKD-710 近親相姦 母性愛 総集編,KBKD-710 近親相姦 母性愛 総集編,KBKD-710,2010-10-02,120分鐘,,小林興業,小林,近親相姦母性愛,成熟的女人、母親、合集、亂倫,多人,https://www.javbus.com/KBKD-710
JUC-392 母親投稿 ～息子にアップロードされた美人母～ 橘エレナ,JUC-392 母親投稿 ～息子にアップロードされた美人母～ 橘エレナ,JUC-392,2010-09-24,117分鐘,伊基公袁,マドンナ,Madonna,,成熟的女人、母親、投稿、多P、數位馬賽克、DVD多士爐、高畫質、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/JUC-392
EMAS-054 お義母さんに中出しさせられた僕と親友DX 4時間,EMAS-054 お義母さんに中出しさせられた僕と親友DX 4時間,EMAS-054,2010-09-17,238分鐘,,SA/エマニエル,SA（エマニエル）,お義母さんに中出しさせられた僕と親友,亂倫、中出、婆婆、DMM獨家,多人,https://www.javbus.com/EMAS-054
MBYD-104 溜池ゴロー2010年上半期全56作品8時間,MBYD-104 溜池ゴロー2010年上半期全56作品8時間,MBYD-104,2010-09-13,478分鐘,,溜池ゴロー,溜池ゴロー,溜池ゴロー○年○半期,成熟的女人、合集、數位馬賽克、DMM獨家,多人,https://www.javbus.com/MBYD-104
BJSP-005 近親相姦 お義母さんがしてあげる,BJSP-005 近親相姦 お義母さんがしてあげる,BJSP-005,2010-09-10,139分鐘,,マニアゼロ,美熟,,成熟的女人、亂倫、中出、婆婆、打手槍,多人,https://www.javbus.com/BJSP-005
ALD-367 たっぷん美熟女 12人 肉厚濃厚な完熟ボディ,ALD-367 たっぷん美熟女 12人 肉厚濃厚な完熟ボディ,ALD-367,2010-09-07,240分鐘,,桃太郎映像出版,ALLIN☆ONE,,成熟的女人、多P、女上位、巨乳,多人,https://www.javbus.com/ALD-367
MOMJ-117 兄嫁の秘密から始まった相姦 橘エレナ,MOMJ-117 兄嫁の秘密から始まった相姦 橘エレナ,MOMJ-117,2010-09-02,178分鐘,美作瞬,タカラ映像,MOMIJI,,已婚婦女、多P、性奴、女上位、高畫質、單體作品,橘エレナ,https://www.javbus.com/MOMJ-117
VERO-006 S級熟女 手コキSUPER BEST,VERO-006 S級熟女 手コキSUPER BEST,VERO-006,2010-09-01,121分鐘,,VENUS,女神（ヴィーナス）,S級熟女（VENUS）,成熟的女人、合集、已婚婦女、打手槍,多人,https://www.javbus.com/VERO-006
CADV-195 人妻温泉EX 巨乳妻限定4時間 2,CADV-195 人妻温泉EX 巨乳妻限定4時間 2,CADV-195,2010-08-24,239分鐘,,クリスタル映像,CRYSTALEX,人妻温泉癒し系,成熟的女人、已婚婦女、通姦、舔陰、巨乳,多人,https://www.javbus.com/CADV-195
VEC-006 美尻変態妻 橘エレナ,VEC-006 美尻変態妻 橘エレナ,VEC-006,2010-08-19,85分鐘,,VENUS,女神（ヴィーナス）,,成熟的女人、已婚婦女、舔陰、女上位、單體作品,橘エレナ,https://www.javbus.com/VEC-006
LHJF-003 親友のお義母さんにパンティーの脇からチ○ポ差し込まれそのまま中出しさせられた！,LHJF-003 親友のお義母さんにパンティーの脇からチ○ポ差し込まれそのまま中出しさせられた！,LHJF-003,2010-08-14,139分鐘,,マニアゼロ,F’OXY,,蕩婦、成熟的女人、已婚婦女、中出、婆婆,多人,https://www.javbus.com/LHJF-003
JMD-078 あやまち 肉棒を求め崩壊する人妻エレナ 橘エレナ,JMD-078 あやまち 肉棒を求め崩壊する人妻エレナ 橘エレナ,JMD-078,2010-08-07,180分鐘,ひむろっく,桃太郎映像出版,う～まん,あやまち,乳交、已婚婦女、多P、拘束、單體作品、打手槍,橘エレナ,https://www.javbus.com/JMD-078
JFB-012 Fitch2009年全作品集8時間,JFB-012 Fitch2009年全作品集8時間,JFB-012,2010-08-06,478分鐘,,Fitch,Fitch,,成熟的女人、合集、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JFB-012
JUSD-291 禁断の愛 母と息子の狂おしき情事4時間,JUSD-291 禁断の愛 母と息子の狂おしき情事4時間,JUSD-291,2010-08-06,239分鐘,,マドンナ,Madonna,,母親、亂倫、數位馬賽克、中出、女上位、DMM獨家,多人,https://www.javbus.com/JUSD-291
HAVD-699 未亡人の甘いおまんじゅう 橘エレナ,HAVD-699 未亡人の甘いおまんじゅう 橘エレナ,HAVD-699,2010-07-24,103分鐘,日比野正明,ヒビノ,HIBINO,,寡婦、69、女上位、DVD多士爐、單體作品,橘エレナ,https://www.javbus.com/HAVD-699
JUSD-289 後背位で悶える美熟女30人4時間,JUSD-289 後背位で悶える美熟女30人4時間,JUSD-289,2010-07-23,239分鐘,,マドンナ,Madonna,,成熟的女人、其他戀物癖、合集、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JUSD-289
GMED-051 電撃引退 ファイナル泡吹きアクメ 橘エレナ,GMED-051 電撃引退 ファイナル泡吹きアクメ 橘エレナ,GMED-051,2010-07-12,117分鐘,夢童子,グローバルメディアエンタテインメント,Global,,SM、紧缚、數位馬賽克、高畫質、單體作品,橘エレナ,https://www.javbus.com/GMED-051
MMO-005 桃太郎8時間 全部見せます！2010年上半期総集編,MMO-005 桃太郎8時間 全部見せます！2010年上半期総集編,MMO-005,2010-07-07,485分鐘,,桃太郎映像出版,大満足,桃太郎全部見せます！○○総集編,OL、合集、已婚婦女、國外進口、巨乳,多人,https://www.javbus.com/MMO-005
ALD-348 ごぶさた奥さん不倫日記 12人 欲しがる淫乱マンコ,ALD-348 ごぶさた奥さん不倫日記 12人 欲しがる淫乱マンコ,ALD-348,2010-07-07,241分鐘,,桃太郎映像出版,ALLIN☆ONE,,成熟的女人、已婚婦女、通姦、中出、女上位,多人,https://www.javbus.com/ALD-348
HYK-027 変態宣言 第七号 橘エレナ,HYK-027 変態宣言 第七号 橘エレナ,HYK-027,2010-07-02,122分鐘,,プレステージ,百景,変態宣言,業餘、潮吹、女上位、單體作品,橘エレナ,https://www.javbus.com/HYK-027
VEX-003 S級熟女としてみませんか 橘エレナ,VEX-003 S級熟女としてみませんか 橘エレナ,VEX-003,2010-07-01,109分鐘,,VENUS,ヴィーナス（VENUS）,S級熟女としてみませんか,蕩婦、成熟的女人、已婚婦女、中出、單體作品、打手槍,橘エレナ,https://www.javbus.com/VEX-003
CADV-180 巨乳未亡人柔乳の悶え 4時間DX 2,CADV-180 巨乳未亡人柔乳の悶え 4時間DX 2,CADV-180,2010-06-08,239分鐘,,クリスタル映像,CRYSTALEX,巨乳未亡人柔乳の悶え,和服・喪服、成熟的女人、乳交、寡婦、巨乳,多人,https://www.javbus.com/CADV-180
JUSD-277 豊満ボイン美熟女20人の悶絶セックス8時間,JUSD-277 豊満ボイン美熟女20人の悶絶セックス8時間,JUSD-277,2010-05-25,479分鐘,,マドンナ,Madonna,,成熟的女人、合集、數位馬賽克、巨乳、DMM獨家,多人,https://www.javbus.com/JUSD-277
VEMA-012 凌辱！！となりの美人妻 橘エレナ,VEMA-012 凌辱！！となりの美人妻 橘エレナ,VEMA-012,2010-03-19,107分鐘,,VENUS,ヴィーナス（VENUS）,凌辱！！となりの美人妻,成熟的女人、已婚婦女、多P、性奴、凌辱、單體作品,橘エレナ,https://www.javbus.com/VEMA-012
MDYD-522 義母奴隷 橘エレナ,MDYD-522 義母奴隷 橘エレナ,MDYD-522,2010-03-12,118分鐘,溜池ゴロー,溜池ゴロー,溜池ゴロー,義母奴隷,成熟的女人、多P、數位馬賽克、性奴、DVD多士爐、婆婆、高畫質、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/MDYD-522
YAS-002 お行儀の悪いママ 僕がお仕置きしてあげる,YAS-002 お行儀の悪いママ 僕がお仕置きしてあげる,YAS-002,2010-03-08,99分鐘,,映天,ヤブサメ（映天）,お行儀の悪いママ,母親、亂倫、性奴、羞恥,多人,https://www.javbus.com/YAS-002
YAB-030 エナメルグローブ フル勃起手コキ,YAB-030 エナメルグローブ フル勃起手コキ,YAB-030,2010-03-08,103分鐘,キャッシュ高蔵寺,映天,ヤブサメ（映天）,○○グローブフル勃起手コキ,蕩婦、淫語、薄馬賽克、打手槍,多人,https://www.javbus.com/YAB-030
DOJ-005 いんらん未亡人の性生活 橘エレナ,DOJ-005 いんらん未亡人の性生活 橘エレナ,DOJ-005,2010-03-07,130分鐘,ブッダ☆佐藤,桃太郎映像出版,BUDDHA,,寡婦、多P、手指插入、巨乳、單體作品,橘エレナ,https://www.javbus.com/DOJ-005
JUSD-261 2009年マドンナ下半期133タイトル8時間,JUSD-261 2009年マドンナ下半期133タイトル8時間,JUSD-261,2010-03-05,475分鐘,,マドンナ,Madonna,マドンナ○半期,成熟的女人、合集、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JUSD-261
JUSD-259 美熟女50人の濃密な接吻4時間,JUSD-259 美熟女50人の濃密な接吻4時間,JUSD-259,2010-02-25,239分鐘,,マドンナ,Madonna,,成熟的女人、其他戀物癖、合集、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JUSD-259
MADV-136 未亡人 柔肌の悶え 26,MADV-136 未亡人 柔肌の悶え 26,MADV-136,2010-02-25,123分鐘,,クリスタル映像,MANIAC（クリスタル）,未亡人柔肌の悶え,和服・喪服、成熟的女人、強姦、已婚婦女、巨乳,多人,https://www.javbus.com/MADV-136
MDYD-517 隣の人妻 橘エレナ,MDYD-517 隣の人妻 橘エレナ,MDYD-517,2010-02-12,112分鐘,溜池ゴロー,溜池ゴロー,溜池ゴロー,隣の人妻,成熟的女人、已婚婦女、多P、數位馬賽克、女上位、高畫質、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/MDYD-517
JMD-072 けいれん叔母さん 橘エレナ,JMD-072 けいれん叔母さん 橘エレナ,JMD-072,2010-02-07,120分鐘,田村総一朗,桃太郎映像出版,う～まん,けいれん○○さん,成熟的女人、潮吹、已婚婦女、女上位、巨乳、單體作品,橘エレナ,https://www.javbus.com/JMD-072
JUSD-254 もの凄い熟尻20人4時間 Vol.2,JUSD-254 もの凄い熟尻20人4時間 Vol.2,JUSD-254,2010-01-25,239分鐘,,マドンナ,Madonna,もの凄い熟尻,成熟的女人、合集、屁股、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JUSD-254
GIFD-130 流出！社長愛人を脅迫したらバカ女がもっとイジメてと哀願してきたビデオ 北島零 立花エレナ,GIFD-130 流出！社長愛人を脅迫したらバカ女がもっとイジメてと哀願してきたビデオ 北島零 立花エレナ,GIFD-130,2010-01-23,100分鐘,,ラハイナ東海,岐阜城,,OL、潮吹、秘書、手指插入,多人,https://www.javbus.com/GIFD-130
MAMA-137 熟女の祭典 2009,MAMA-137 熟女の祭典 2009,MAMA-137,2010-01-20,239分鐘,,クリスタル映像,MADAMMANIAC,,成熟的女人、強姦、合集、已婚婦女、巨乳,多人,https://www.javbus.com/MAMA-137
GMED-044 人妻監禁レイプ 中出し潮吹き輪姦アクメ 橘エレナ34歳,GMED-044 人妻監禁レイプ 中出し潮吹き輪姦アクメ 橘エレナ34歳,GMED-044,2010-01-06,117分鐘,,グローバルメディアエンタテインメント,Global,人妻監禁レイプ,潮吹、監禁、已婚婦女、數位馬賽克、輪姦、中出、單體作品,橘エレナ,https://www.javbus.com/GMED-044
AXAX-001 寝取られ女房の前で勃起する旦那 ～他人の肉棒を喰らう痴妻～ 橘エレナ,AXAX-001 寝取られ女房の前で勃起する旦那 ～他人の肉棒を喰らう痴妻～ 橘エレナ,AXAX-001,2010-01-05,99分鐘,徳大寺大輔,ジャネス,艶女,寝取られ女房の前で勃起する旦那,其他戀物癖、已婚婦女、多P、中出、女上位、出軌、單體作品,橘エレナ,https://www.javbus.com/AXAX-001
UD-413R ドエロ奥さん 6,UD-413R ドエロ奥さん 6,UD-413R,2010-01-03,117分鐘,望永斉,LEO,LEO,ドエロ奥さん,已婚婦女、數位馬賽克,多人,https://www.javbus.com/UD-413R
EMAS-025 お義母さんに中出しさせられた僕と親友2 ～エロ下着で挑発する痴母～,EMAS-025 お義母さんに中出しさせられた僕と親友2 ～エロ下着で挑発する痴母～,EMAS-025,2009-12-29,92分鐘,Y,SA/エマニエル,SA（エマニエル）,お義母さんに中出しさせられた僕と親友,成熟的女人、亂倫、中出、婆婆、單體作品、DMM獨家、打手槍,橘エレナ,https://www.javbus.com/EMAS-025
JUFD-088 溢れだす美熟女の泉 ～好奇心旺盛な家政婦・エレナ～ 橘エレナ,JUFD-088 溢れだす美熟女の泉 ～好奇心旺盛な家政婦・エレナ～ 橘エレナ,JUFD-088,2009-12-25,150分鐘,［Jo］Style,Fitch,Fitch,溢れだす○○の泉,成熟的女人、潮吹、多P、數位馬賽克、女上位、高畫質、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/JUFD-088
MCSR-013 中出しお義母さんが教えてあげる 膣から滴る息子の精液,MCSR-013 中出しお義母さんが教えてあげる 膣から滴る息子の精液,MCSR-013,2009-12-25,119分鐘,YUMEJI,ビッグモーカル,マスカット,中出しお義母さんが教えてあげる,舔陰、中出、婆婆、高畫質,多人,https://www.javbus.com/MCSR-013
JUSD-246 2009年マドンナ特選美熟女20人8時間,JUSD-246 2009年マドンナ特選美熟女20人8時間,JUSD-246,2009-12-25,479分鐘,,マドンナ,Madonna,,成熟的女人、合集、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JUSD-246
DEJU-014 父の目の前で息子を犯す母 橘エレナ 生田沙織,DEJU-014 父の目の前で息子を犯す母 橘エレナ 生田沙織,DEJU-014,2009-12-19,90分鐘,,AROUND,AROUND,,成熟的女人、亂倫、通姦,多人,https://www.javbus.com/DEJU-014
SPRD-346 美尻奥さま騎乗位狂い 橘エレナ,SPRD-346 美尻奥さま騎乗位狂い 橘エレナ,SPRD-346,2009-12-17,119分鐘,大村大,タカラ映像,ALEDDIN,美尻奥さま騎乗位狂い,成熟的女人、屁股、數位馬賽克、女上位、單體作品,橘エレナ,https://www.javbus.com/SPRD-346
KBKD-574 近親相姦 母性愛 橘エレナ 紗織,KBKD-574 近親相姦 母性愛 橘エレナ 紗織,KBKD-574,2009-12-12,90分鐘,,小林興業,母屋（小林興業）,近親相姦母性愛,成熟的女人、母親、亂倫、單體作品,橘エレナ,https://www.javbus.com/KBKD-574
SWF-118 大量潮吹き絶頂エクスタシー20人4時間,SWF-118 大量潮吹き絶頂エクスタシー20人4時間,SWF-118,2009-12-04,239分鐘,オムニバス,ワンズファクトリー,WANZ,,其他戀物癖、潮吹、手指插入,多人,https://www.javbus.com/SWF-118
SAQ-008 禁断介護 ～元上司の義父に躾られた淫乳嫁～,SAQ-008 禁断介護 ～元上司の義父に躾られた淫乳嫁～,SAQ-008,2009-11-05,109分鐘,,グローリークエスト,SOCIALQ,禁断介護,亂倫、多P、女優按摩棒、高畫質、巨乳、單體作品,橘エレナ,https://www.javbus.com/SAQ-008
NHM-012 中出しソープ 麗しの熟女湯屋 美熟女総本店 橘エレナ,NHM-012 中出しソープ 麗しの熟女湯屋 美熟女総本店 橘エレナ,NHM-012,2009-10-21,137分鐘,あばしり一家,グローバルメディアエンタテインメント,NeoHAMAM,中出しソープ,成熟的女人、妓女、數位馬賽克、中出、單體作品、打手槍,橘エレナ,https://www.javbus.com/NHM-012
YUME-004 溺愛性教育ママ「お母さんがシテあげる」 橘エレナ 小野里美 速水静音,YUME-004 溺愛性教育ママ「お母さんがシテあげる」 橘エレナ 小野里美 速水静音,YUME-004,2009-10-15,89分鐘,豪徳寺充,STARPARADISE,夢物語,,成熟的女人、母親、亂倫、舔陰、中出,多人,https://www.javbus.com/YUME-004
JUC-175 閉ざされた母子家庭 橘エレナ,JUC-175 閉ざされた母子家庭 橘エレナ,JUC-175,2009-10-07,116分鐘,ヒフミタツヲ,マドンナ,Madonna,閉ざされた母子家庭,成熟的女人、母親、紧缚、數位馬賽克、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/JUC-175
VENU-024 近親相姦 幻母 INCEST 淫獣母！家庭内交尾 橘エレナ,VENU-024 近親相姦 幻母 INCEST 淫獣母！家庭内交尾 橘エレナ,VENU-024,2009-10-01,90分鐘,,VENUS,INCEST（ヴィーナス）,近親相姦幻母INCEST,成熟的女人、母親、亂倫、女上位、手指插入、單體作品,橘エレナ,https://www.javbus.com/VENU-024
JUSD-230 2009年マドンナ上半期134タイトル8時間,JUSD-230 2009年マドンナ上半期134タイトル8時間,JUSD-230,2009-09-25,477分鐘,,マドンナ,Madonna,マドンナ○半期,成熟的女人、合集、數位馬賽克、DMM獨家,多人,https://www.javbus.com/JUSD-230
HIMA-028 近親相姦 母子受精 橘エレナ,HIMA-028 近親相姦 母子受精 橘エレナ,HIMA-028,2009-09-24,80分鐘,三島☆ド変態ノ助,センタービレッジ,花園（センタービレッジ）,近親相姦母子受精,成熟的女人、亂倫、已婚婦女、單體作品,橘エレナ,https://www.javbus.com/HIMA-028
JUSD-227 ド淫乱美熟女15人！壮絶アクメFUCK4時間パート2,JUSD-227 ド淫乱美熟女15人！壮絶アクメFUCK4時間パート2,JUSD-227,2009-09-07,239分鐘,,マドンナ,Madonna,壮絶アクメFUCK,成熟的女人、數位馬賽克、女上位、顏射、DMM獨家,多人,https://www.javbus.com/JUSD-227
JUC-154 彼女の母親 橘エレナ,JUC-154 彼女の母親 橘エレナ,JUC-154,2009-09-07,115分鐘,芳賀栄太郎,マドンナ,Madonna,彼女の母親,成熟的女人、數位馬賽克、女上位、手指插入、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/JUC-154
MAMA-113 熟女狩り 11,MAMA-113 熟女狩り 11,MAMA-113,2009-08-30,124分鐘,水城洋助,クリスタル映像,MADAMMANIAC,熟女狩り,成熟的女人、強姦、已婚婦女,多人,https://www.javbus.com/MAMA-113
ZOM-011 他人棒に寝取られた妻 橘エレナ,ZOM-011 他人棒に寝取られた妻 橘エレナ,ZOM-011,2009-08-20,112分鐘,,グローリークエスト,ZOM,他人棒に寝取られた妻,已婚婦女、女優按摩棒、出軌、巨乳、單體作品,橘エレナ,https://www.javbus.com/ZOM-011
JUC-134 美しい僕のおばさん 橘エレナ,JUC-134 美しい僕のおばさん 橘エレナ,JUC-134,2009-08-07,116分鐘,芳賀栄太郎,マドンナ,Madonna,美しい僕のおばさん,成熟的女人、69、數位馬賽克、女上位、DVD多士爐、顏射、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/JUC-134
SPRD-310 兄さんが慶次にハマったその隙に 橘エレナ,SPRD-310 兄さんが慶次にハマったその隙に 橘エレナ,SPRD-310,2009-08-01,120分鐘,古都乃薫,タカラ映像,ALEDDIN,兄さんが○○その隙に,成熟的女人、亂倫、數位馬賽克、單體作品,橘エレナ,https://www.javbus.com/SPRD-310
MAMA-110 人妻温泉 癒し系 26,MAMA-110 人妻温泉 癒し系 26,MAMA-110,2009-07-24,121分鐘,,クリスタル映像,MADAMMANIAC,人妻温泉癒し系,和服・喪服、成熟的女人、已婚婦女、巨乳、打手槍,多人,https://www.javbus.com/MAMA-110
WNZ-115 人妻角擦りつけオナニー,WNZ-115 人妻角擦りつけオナニー,WNZ-115,2009-07-15,120分鐘,,ワンズファクトリー,WANZ,,其他戀物癖、已婚婦女、自慰,多人,https://www.javbus.com/WNZ-115
JUC-118 となりの奥さんを犯したい 橘エレナ,JUC-118 となりの奥さんを犯したい 橘エレナ,JUC-118,2009-07-07,116分鐘,ビンス東郷,マドンナ,Madonna,となりの奥さんを犯したい,成熟的女人、強姦、已婚婦女、多P、數位馬賽克、DVD多士爐、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/JUC-118
DANDY-141 「『こんなチ○ポですいません』入院中の無洗包茎チ○ポを看護師は優しく剥いて即尺してくれるか？」,DANDY-141 「『こんなチ○ポですいません』入院中の無洗包茎チ○ポを看護師は優しく剥いて即尺してくれるか？」,DANDY-141,2009-07-04,196分鐘,長瀬ハワイ,DANDY,DANDY,こんなチ○ポですいません,企畫、护士、數位馬賽克,多人,https://www.javbus.com/DANDY-141
WNZ-105 セレブ妻 妄想クリニック 橘エレナ,WNZ-105 セレブ妻 妄想クリニック 橘エレナ,WNZ-105,2009-06-10,117分鐘,ジャンク斎藤,ワンズファクトリー,WANZ,セレブ妻妄想クリニック,已婚婦女、多P、妄想、女上位、單體作品,橘エレナ,https://www.javbus.com/WNZ-105
JUC-096 セレブ妻の誘惑 橘エレナ,JUC-096 セレブ妻の誘惑 橘エレナ,JUC-096,2009-06-07,99分鐘,,マドンナ,Madonna,,成熟的女人、乳交、已婚婦女、69、數位馬賽克、單體作品、DMM獨家,橘エレナ,https://www.javbus.com/JUC-096
KID-034 近親相姦遊戯 父と嫁 其の拾弐 橘エレナ,KID-034 近親相姦遊戯 父と嫁 其の拾弐 橘エレナ,KID-034,2009-06-06,89分鐘,夢童子,グローバルメディアエンタテインメント,KIND,近親相姦遊戯,成熟的女人、亂倫、已婚婦女、數位馬賽克、首次亮相、單體作品,橘エレナ,https://www.javbus.com/KID-034
